participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,class,class_id
P02,P02-20240211-120927,00:49:13.571,00:49:14.685,141771408,141824880,water,5
P02,P02-20240211-120927,00:49:15.082,00:49:15.412,141843936,141859776,plastic / paper collision,22
P02,P02-20240211-120927,00:49:15.560,00:49:15.832,141866880,141879936,rustle,4
P02,P02-20240211-120927,00:49:15.844,00:49:16.151,141880512,141895248,rustle,4
P02,P02-20240211-120927,00:49:16.866,00:49:17.355,141929568,141953040,open / close,3
P02,P02-20240211-120927,00:49:18.662,00:49:19.219,142015776,142042512,cut / chop,2
P02,P02-20240211-120927,00:49:19.435,00:49:20.389,142052880,142098672,plastic-only collision,6
P02,P02-20240211-120927,00:49:20.605,00:49:21.037,142109040,142129776,plastic-only collision,6
P02,P02-20240211-120927,00:49:22.435,00:49:25.139,142196880,142326672,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:26.560,00:49:27.116,142394880,142421568,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:27.446,00:49:27.821,142437408,142455408,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:28.832,00:49:29.389,142503936,142530672,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:32.480,00:49:32.923,142679040,142700304,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:33.264,00:49:34.139,142716672,142758672,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:38.469,00:49:38.855,142966512,142985040,click,16
P02,P02-20240211-120927,00:49:43.207,00:49:43.753,143193936,143220144,plastic-only collision,6
P02,P02-20240211-120927,00:49:47.628,00:49:48.730,143406144,143459040,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:51.696,00:49:51.991,143601408,143615568,ceramic-only collision,14
P02,P02-20240211-120927,00:49:52.616,00:49:53.878,143645568,143706144,stir / mix / whisk,8
P02,P02-20240211-120927,00:49:59.151,00:49:59.503,143959248,143976144,stir / mix / whisk,8
P02,P02-20240211-120927,00:50:01.776,00:50:02.230,144085248,144107040,ceramic-only collision,14
P02,P02-20240211-120927,00:50:02.776,00:50:03.241,144133248,144155568,stir / mix / whisk,8
P02,P02-20240211-120927,00:50:04.423,00:50:05.014,144212304,144240672,stir / mix / whisk,8
P02,P02-20240211-120927,00:50:05.253,00:50:05.662,144252144,144271776,plastic-only collision,6
P02,P02-20240211-120927,00:50:19.480,00:50:19.832,144935040,144951936,metal / ceramic collision,12
P02,P02-20240211-120927,00:50:21.753,00:50:22.310,145044144,145070880,plastic-only collision,6
P02,P02-20240211-120927,00:50:22.378,00:50:25.889,145074144,145242672,rustle,4
P02,P02-20240211-120927,00:50:25.832,00:50:26.162,145239936,145255776,plastic-only collision,6
P02,P02-20240211-120927,00:50:25.991,00:50:26.332,145247568,145263936,plastic-only collision,6
P02,P02-20240211-120927,00:50:26.514,00:50:27.094,145272672,145300512,open / close,3
P02,P02-20240211-120927,00:50:27.707,00:50:28.173,145329936,145352304,plastic / paper collision,22
P02,P02-20240211-120927,00:50:28.844,00:50:29.321,145384512,145407408,open / close,3
P02,P02-20240211-120927,00:50:31.173,00:50:32.935,145496304,145580880,ceramic-only collision,14
P02,P02-20240211-120927,00:50:33.128,00:50:33.685,145590144,145616880,water,5
P02,P02-20240211-120927,00:50:34.173,00:50:34.787,145640304,145669776,open / close,3
P02,P02-20240211-120927,00:50:35.264,00:50:35.832,145692672,145719936,water,5
P02,P02-20240211-120927,00:50:35.969,00:50:36.423,145726512,145748304,plastic-only collision,6
P02,P02-20240211-120927,00:50:36.832,00:50:38.355,145767936,145841040,metal / ceramic collision,12
P02,P02-20240211-120927,00:50:38.594,00:50:44.241,145852512,146123568,rustle,4
P02,P02-20240211-120927,00:50:44.503,00:50:45.094,146136144,146164512,ceramic-only collision,14
P02,P02-20240211-120927,00:50:46.707,00:50:47.935,146241936,146300880,cut / chop,2
P02,P02-20240211-120927,00:50:49.071,00:50:50.366,146355408,146417568,cut / chop,2
P02,P02-20240211-120927,00:50:51.753,00:50:52.128,146484144,146502144,ceramic-only collision,14
P02,P02-20240211-120927,00:50:54.503,00:50:54.969,146616144,146638512,stir / mix / whisk,8
P02,P02-20240211-120927,00:50:55.537,00:50:57.128,146665776,146742144,stir / mix / whisk,8
P02,P02-20240211-120927,00:50:57.696,00:50:59.310,146769408,146846880,stir / mix / whisk,8
P02,P02-20240211-120927,00:51:03.491,00:51:04.946,147047568,147117408,stir / mix / whisk,8
P02,P02-20240211-120927,00:51:05.298,00:51:07.776,147134304,147253248,stir / mix / whisk,8
P02,P02-20240211-120927,00:51:08.151,00:51:13.469,147271248,147526512,stir / mix / whisk,8
P02,P02-20240211-120927,00:51:15.060,00:51:15.423,147602880,147620304,metal / ceramic collision,12
P02,P02-20240211-120927,00:51:19.628,00:51:19.991,147822144,147839568,ceramic-only collision,14
P02,P02-20240211-120927,00:51:21.241,00:51:25.798,147899568,148118304,stir / mix / whisk,8
P02,P02-20240211-120927,00:51:26.355,00:51:31.878,148145040,148410144,rustle,4
P02,P02-20240211-120927,00:51:32.469,00:51:33.048,148438512,148466304,open / close,3
P02,P02-20240211-120927,00:51:33.094,00:51:33.401,148468512,148483248,rustle,4
P02,P02-20240211-120927,00:51:33.582,00:51:34.162,148491936,148519776,rustle,4
P02,P02-20240211-120927,00:51:34.514,00:51:35.105,148536672,148565040,open / close,3
P02,P02-20240211-120927,00:51:36.491,00:51:37.457,148631568,148677936,stir / mix / whisk,8
P02,P02-20240211-120927,00:51:39.230,00:51:39.844,148763040,148792512,metal / plastic collision,11
P02,P02-20240211-120927,00:51:40.037,00:51:40.548,148801776,148826304,metal / plastic collision,11
P02,P02-20240211-120927,00:51:41.935,00:51:42.957,148892880,148941936,ceramic-only collision,14
P02,P02-20240211-120927,00:51:43.230,00:51:44.230,148955040,149003040,footstep,7
P02,P02-20240211-120927,00:51:49.491,00:51:50.003,149255568,149280144,metal / plastic collision,11
P02,P02-20240211-120927,00:51:50.741,00:51:53.022,149315568,149425056,footstep,7
P02,P02-20240211-120927,00:51:53.589,00:51:54.147,149452272,149479056,open / close,3
P02,P02-20240211-120927,00:51:55.297,00:51:55.564,149534256,149547072,click,16
P02,P02-20240211-141313,00:00:04.904,00:00:05.633,235392,270384,background,13
P02,P02-20240211-141313,00:00:08.151,00:00:11.002,391248,528096,plastic-only collision,6
P02,P02-20240211-141313,00:00:11.695,00:00:12.695,561360,609360,plastic-only collision,6
P02,P02-20240211-141313,00:00:12.820,00:00:13.038,615360,625824,click,16
P02,P02-20240211-141313,00:00:13.996,00:00:14.389,671808,690672,ceramic-only collision,14
P02,P02-20240211-141313,00:00:15.336,00:00:16.889,736128,810672,ceramic-only collision,14
P02,P02-20240211-141313,00:00:16.987,00:00:20.945,815375,1005360,rustle,4
P02,P02-20240211-141313,00:00:19.216,00:00:19.472,922368,934656,plastic / ceramic collision,26
P02,P02-20240211-141313,00:00:21.044,00:00:23.365,1010112,1121520,footstep,7
P02,P02-20240211-141313,00:00:24.443,00:00:27.799,1173264,1334352,rustle,4
P02,P02-20240211-141313,00:00:24.645,00:00:24.987,1182960,1199376,ceramic-only collision,14
P02,P02-20240211-141313,00:00:28.472,00:00:29.157,1366656,1399536,footstep,7
P02,P02-20240211-141313,00:00:30.615,00:00:31.145,1469520,1494960,plastic-only collision,6
P02,P02-20240211-141313,00:00:32.401,00:00:33.264,1555248,1596672,plastic / marble collision,31
P02,P02-20240211-141313,00:00:35.904,00:00:36.169,1723392,1736111,plastic-only collision,6
P02,P02-20240211-141313,00:00:39.544,00:00:40.211,1898111,1930128,plastic-only collision,6
P02,P02-20240211-141313,00:00:41.377,00:00:41.728,1986096,2002944,footstep,7
P02,P02-20240211-141313,00:00:42.836,00:00:43.592,2056128,2092416,footstep,7
P02,P02-20240211-141313,00:00:44.020,00:00:45.270,2112960,2172960,open / close,3
P02,P02-20240211-141313,00:00:45.496,00:00:45.812,2183808,2198976,open / close,3
P02,P02-20240211-141313,00:00:46.907,00:00:47.526,2251536,2281248,open / close,3
P02,P02-20240211-141313,00:00:47.996,00:00:48.276,2303808,2317248,open / close,3
P02,P02-20240211-141313,00:00:51.270,00:00:52.324,2460960,2511552,open / close,3
P02,P02-20240211-141313,00:00:53.336,00:00:53.728,2560128,2578944,cut / chop,2
P02,P02-20240211-141313,00:00:54.413,00:00:54.758,2611824,2628384,cut / chop,2
P02,P02-20240211-141313,00:00:55.449,00:00:56.752,2661552,2724096,cut / chop,2
P02,P02-20240211-141313,00:00:57.425,00:00:58.425,2756400,2804400,plastic-only collision,6
P02,P02-20240211-141313,00:00:59.199,00:00:59.455,2841552,2853840,plastic-only collision,6
P02,P02-20240211-141313,00:00:59.830,00:01:00.621,2871840,2909808,cut / chop,2
P02,P02-20240211-141313,00:01:01.675,00:01:01.990,2960400,2975520,cut / chop,2
P02,P02-20240211-141313,00:01:02.407,00:01:02.734,2995536,3011232,cut / chop,2
P02,P02-20240211-141313,00:01:03.584,00:01:04.534,3052032,3097632,stir / mix / whisk,8
P02,P02-20240211-141313,00:01:03.699,00:01:04.526,3057552,3097248,cut / chop,2
P02,P02-20240211-141313,00:01:05.401,00:01:06.080,3139248,3171840,cut / chop,2
P02,P02-20240211-141313,00:01:06.722,00:01:09.353,3202655,3328943,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:01:09.913,00:01:11.847,3355824,3448655,metal / plastic collision,11
P02,P02-20240211-141313,00:01:12.246,00:01:12.514,3467807,3480672,metal / plastic collision,11
P02,P02-20240211-141313,00:01:13.377,00:01:13.669,3522096,3536112,ceramic-only collision,14
P02,P02-20240211-141313,00:01:13.934,00:01:14.943,3548832,3597264,rustle,4
P02,P02-20240211-141313,00:01:15.026,00:01:15.764,3601248,3636672,plastic-only collision,6
P02,P02-20240211-141313,00:01:26.240,00:01:26.490,4139519,4151519,click,16
P02,P02-20240211-141313,00:01:26.818,00:01:27.877,4167264,4218096,metal-only collision,0
P02,P02-20240211-141313,00:01:28.544,00:01:30.300,4250112,4334400,footstep,7
P02,P02-20240211-141313,00:01:30.913,00:01:32.347,4363824,4432656,metal-only collision,0
P02,P02-20240211-141313,00:01:32.550,00:01:33.972,4442400,4510656,metal / plastic collision,11
P02,P02-20240211-141313,00:01:35.633,00:01:35.909,4590384,4603632,plastic-only collision,6
P02,P02-20240211-141313,00:01:37.502,00:01:38.157,4680096,4711536,plastic / ceramic collision,26
P02,P02-20240211-141313,00:01:39.859,00:01:40.913,4793232,4843824,metal-only collision,0
P02,P02-20240211-141313,00:01:41.834,00:01:42.526,4888032,4921248,metal / ceramic collision,12
P02,P02-20240211-141313,00:01:42.901,00:01:44.211,4939248,5002128,metal / plastic collision,11
P02,P02-20240211-141313,00:01:43.621,00:02:53.955,4973808,8349840,water,5
P02,P02-20240211-141313,00:01:45.520,00:01:46.705,5064960,5121840,plastic-only collision,6
P02,P02-20240211-141313,00:01:47.211,00:01:47.490,5146128,5159520,metal / plastic collision,11
P02,P02-20240211-141313,00:01:54.193,00:01:54.514,5481264,5496672,metal / plastic collision,11
P02,P02-20240211-141313,00:01:55.884,00:01:56.234,5562432,5579232,metal-only collision,0
P02,P02-20240211-141313,00:01:58.959,00:01:59.909,5710032,5755632,open / close,3
P02,P02-20240211-141313,00:02:00.466,00:02:01.246,5782368,5819808,metal / plastic collision,11
P02,P02-20240211-141313,00:02:02.195,00:02:03.687,5865360,5936976,open / close,3
P02,P02-20240211-141313,00:02:04.580,00:02:05.234,5979840,6011232,metal-only collision,0
P02,P02-20240211-141313,00:02:06.236,00:02:06.781,6059328,6085488,metal / plastic collision,11
P02,P02-20240211-141313,00:02:22.963,00:02:25.502,6862224,6984096,glass-only collision,20
P02,P02-20240211-141313,00:02:25.877,00:02:26.187,7002096,7016976,metal / ceramic collision,12
P02,P02-20240211-141313,00:02:31.705,00:02:31.943,7281840,7293264,metal-only collision,0
P02,P02-20240211-141313,00:02:35.612,00:02:35.955,7469376,7485840,metal / plastic collision,11
P02,P02-20240211-141313,00:02:37.157,00:02:39.341,7543536,7648368,metal / ceramic collision,12
P02,P02-20240211-141313,00:02:40.770,00:02:41.193,7716960,7737264,open / close,3
P02,P02-20240211-141313,00:02:42.455,00:02:42.847,7797840,7816656,metal-only collision,0
P02,P02-20240211-141313,00:02:44.024,00:02:44.288,7873152,7885824,metal / wood collision,10
P02,P02-20240211-141313,00:02:45.234,00:02:46.050,7931232,7970400,ceramic-only collision,14
P02,P02-20240211-141313,00:02:47.103,00:02:47.586,8020944,8044128,ceramic-only collision,14
P02,P02-20240211-141313,00:02:50.591,00:02:51.068,8188368,8211264,metal / plastic collision,11
P02,P02-20240211-141313,00:02:51.145,00:02:51.734,8214960,8243232,ceramic-only collision,14
P02,P02-20240211-141313,00:02:55.062,00:02:55.279,8402976,8413392,metal / wood collision,10
P02,P02-20240211-141313,00:02:56.782,00:02:57.365,8485536,8513520,metal / plastic collision,11
P02,P02-20240211-141313,00:02:58.937,00:02:59.389,8588976,8610672,open / close,3
P02,P02-20240211-141313,00:02:59.883,00:03:00.362,8634384,8657376,metal / plastic collision,11
P02,P02-20240211-141313,00:03:00.841,00:03:01.228,8680368,8698944,metal / plastic collision,11
P02,P02-20240211-141313,00:03:00.996,00:03:01.955,8687808,8733840,open / close,3
P02,P02-20240211-141313,00:03:03.449,00:03:03.847,8805552,8824656,open / close,3
P02,P02-20240211-141313,00:03:04.711,00:03:05.264,8866128,8892672,metal-only collision,0
P02,P02-20240211-141313,00:03:06.020,00:03:06.392,8928960,8946816,rustle,4
P02,P02-20240211-141313,00:03:06.738,00:03:06.978,8963424,8974944,metal / plastic collision,11
P02,P02-20240211-141313,00:03:09.216,00:03:10.507,9082368,9144336,metal / plastic collision,11
P02,P02-20240211-141313,00:03:11.449,00:03:11.895,9189552,9210960,open / close,3
P02,P02-20240211-141313,00:03:12.782,00:03:13.562,9253536,9290976,plastic-only collision,6
P02,P02-20240211-141313,00:03:13.334,00:03:18.988,9280032,9551424,plastic-only collision,6
P02,P02-20240211-141313,00:03:24.020,00:03:25.181,9792960,9848688,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:03:26.502,00:03:36.449,9912096,10389552,paper-only collision,18
P02,P02-20240211-141313,00:03:37.411,00:03:39.007,10435728,10512336,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:03:39.642,00:03:41.800,10542816,10646400,paper-only collision,18
P02,P02-20240211-141313,00:03:42.026,00:03:42.353,10657248,10672944,rustle,4
P02,P02-20240211-141313,00:03:43.294,00:03:43.865,10718112,10745520,metal / plastic collision,11
P02,P02-20240211-141313,00:03:44.430,00:03:47.488,10772640,10919424,plastic-only collision,6
P02,P02-20240211-141313,00:03:49.276,00:03:50.276,11005248,11053248,rustle,4
P02,P02-20240211-141313,00:03:50.257,00:03:53.853,11052336,11224944,metal / plastic collision,11
P02,P02-20240211-141313,00:03:54.746,00:03:55.127,11267808,11286096,open / close,3
P02,P02-20240211-141313,00:03:55.324,00:03:55.937,11295552,11324976,metal / plastic collision,11
P02,P02-20240211-141313,00:03:56.603,00:03:58.484,11356944,11447232,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:04:00.584,00:04:03.309,11548032,11678832,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:04:11.115,00:04:12.222,12053520,12106656,plastic-only collision,6
P02,P02-20240211-141313,00:04:12.909,00:04:13.484,12139632,12167232,metal / plastic collision,11
P02,P02-20240211-141313,00:04:17.134,00:04:20.234,12342432,12491231,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:04:22.784,00:04:23.784,12613632,12661632,plastic-only collision,6
P02,P02-20240211-141313,00:04:23.883,00:04:24.222,12666384,12682655,cut / chop,2
P02,P02-20240211-141313,00:04:24.478,00:04:25.252,12694944,12732096,metal / plastic collision,11
P02,P02-20240211-141313,00:04:25.853,00:04:27.359,12760944,12833231,plastic-only collision,6
P02,P02-20240211-141313,00:04:27.728,00:04:28.943,12850944,12909264,metal / plastic collision,11
P02,P02-20240211-141313,00:04:29.134,00:04:30.334,12918432,12976032,plastic-only collision,6
P02,P02-20240211-141313,00:04:30.334,00:04:31.009,12976032,13008432,slide object,9
P02,P02-20240211-141313,00:04:30.947,00:04:31.264,13005456,13020672,plastic-only collision,6
P02,P02-20240211-141313,00:04:32.466,00:04:33.538,13078368,13129824,plastic-only collision,6
P02,P02-20240211-141313,00:04:34.008,00:04:34.282,13152384,13165536,metal-only collision,0
P02,P02-20240211-141313,00:04:37.984,00:04:38.705,13343231,13377840,rustle,4
P02,P02-20240211-141313,00:04:39.074,00:04:39.782,13395552,13429536,metal / ceramic collision,12
P02,P02-20240211-141313,00:04:40.580,00:04:43.466,13467840,13606368,metal / ceramic collision,12
P02,P02-20240211-141313,00:04:44.084,00:04:47.684,13636032,13808832,plastic-only collision,6
P02,P02-20240211-141313,00:04:47.645,00:04:48.258,13806960,13836384,footstep,7
P02,P02-20240211-141313,00:04:48.746,00:04:49.002,13859808,13872096,ceramic-only collision,14
P02,P02-20240211-141313,00:04:49.459,00:04:51.621,13894032,13997808,metal / plastic collision,11
P02,P02-20240211-141313,00:04:53.034,00:04:55.659,14065632,14191632,plastic-only collision,6
P02,P02-20240211-141313,00:04:59.830,00:05:00.145,14391840,14406960,plastic-only collision,6
P02,P02-20240211-141313,00:05:05.865,00:05:06.121,14681520,14693808,plastic-only collision,6
P02,P02-20240211-141313,00:05:07.431,00:05:07.657,14756688,14767536,metal / plastic collision,11
P02,P02-20240211-141313,00:05:08.330,00:05:08.794,14799840,14822112,metal / plastic collision,11
P02,P02-20240211-141313,00:05:09.949,00:05:11.151,14877552,14935248,stir / mix / whisk,8
P02,P02-20240211-141313,00:05:11.709,00:05:12.211,14962032,14986128,slide object,9
P02,P02-20240211-141313,00:05:15.059,00:05:16.937,15122832,15212976,rustle,4
P02,P02-20240211-141313,00:05:17.020,00:05:17.318,15216960,15231264,click,16
P02,P02-20240211-141313,00:05:20.526,00:05:20.865,15385248,15401520,ceramic-only collision,14
P02,P02-20240211-141313,00:05:21.056,00:05:21.318,15410688,15423264,stir / mix / whisk,8
P02,P02-20240211-141313,00:05:26.556,00:05:27.282,15674688,15709536,metal / plastic collision,11
P02,P02-20240211-141313,00:05:27.794,00:05:28.318,15734112,15759264,rustle,4
P02,P02-20240211-141313,00:05:28.586,00:05:29.383,15772128,15810384,metal / plastic collision,11
P02,P02-20240211-141313,00:05:29.615,00:05:30.324,15821520,15855552,metal / ceramic collision,12
P02,P02-20240211-141313,00:05:30.461,00:05:30.949,15862128,15885552,cut / chop,2
P02,P02-20240211-141313,00:05:39.222,00:05:39.574,16282655,16299552,metal-only collision,0
P02,P02-20240211-141313,00:05:43.365,00:05:44.409,16481520,16531632,rustle,4
P02,P02-20240211-141313,00:05:47.359,00:05:48.509,16673231,16728432,metal / plastic collision,11
P02,P02-20240211-141313,00:05:51.413,00:05:51.959,16867824,16894032,rustle,4
P02,P02-20240211-141313,00:05:57.034,00:05:57.371,17137632,17153808,plastic-only collision,6
P02,P02-20240211-141313,00:05:57.883,00:05:58.181,17178384,17192688,plastic-only collision,6
P02,P02-20240211-141313,00:05:58.883,00:05:59.187,17226384,17240976,plastic-only collision,6
P02,P02-20240211-141313,00:05:59.159,00:05:59.984,17239632,17279232,slide object,9
P02,P02-20240211-141313,00:05:59.959,00:06:00.270,17278032,17292960,metal-only collision,0
P02,P02-20240211-141313,00:06:01.234,00:06:01.996,17339232,17375808,slide object,9
P02,P02-20240211-141313,00:06:05.709,00:06:06.709,17554032,17602032,metal-only collision,0
P02,P02-20240211-141313,00:06:08.270,00:06:08.770,17676960,17700960,human,24
P02,P02-20240211-141313,00:06:09.556,00:06:09.961,17738688,17758128,metal / ceramic collision,12
P02,P02-20240211-141313,00:06:11.062,00:06:11.306,17810976,17822688,metal-only collision,0
P02,P02-20240211-141313,00:06:12.336,00:06:12.794,17872128,17894112,metal-only collision,0
P02,P02-20240211-141313,00:06:13.413,00:06:14.990,17923824,17999520,rustle,4
P02,P02-20240211-141313,00:06:16.425,00:06:17.984,18068400,18143232,metal / ceramic collision,12
P02,P02-20240211-141313,00:06:18.478,00:06:18.759,18166944,18180432,ceramic-only collision,14
P02,P02-20240211-141313,00:06:19.478,00:06:19.925,18214944,18236400,metal / plastic collision,11
P02,P02-20240211-141313,00:06:21.384,00:06:21.834,18306432,18328032,plastic-only collision,6
P02,P02-20240211-141313,00:06:22.425,00:06:23.466,18356400,18406368,metal / plastic collision,11
P02,P02-20240211-141313,00:06:25.809,00:06:26.809,18518832,18566832,plastic-only collision,6
P02,P02-20240211-141313,00:06:28.044,00:06:28.609,18626112,18653232,plastic-only collision,6
P02,P02-20240211-141313,00:06:29.300,00:06:29.782,18686400,18709536,ceramic-only collision,14
P02,P02-20240211-141313,00:06:30.134,00:06:31.109,18726432,18773232,metal / plastic collision,11
P02,P02-20240211-141313,00:06:31.544,00:06:32.240,18794112,18827520,metal / plastic collision,11
P02,P02-20240211-141313,00:06:32.288,00:06:32.502,18829824,18840096,ceramic-only collision,14
P02,P02-20240211-141313,00:06:33.127,00:06:33.365,18870096,18881520,metal / plastic collision,11
P02,P02-20240211-141313,00:06:34.401,00:06:34.740,18931248,18947520,metal / plastic collision,11
P02,P02-20240211-141313,00:06:35.909,00:06:36.687,19003632,19040976,open / close,3
P02,P02-20240211-141313,00:06:37.134,00:06:39.984,19062432,19199232,plastic-only collision,6
P02,P02-20240211-141313,00:06:40.284,00:06:41.534,19213632,19273632,plastic-only collision,6
P02,P02-20240211-141313,00:06:41.919,00:06:42.459,19292112,19318032,slide object,9
P02,P02-20240211-141313,00:06:42.909,00:06:43.270,19339632,19356960,plastic-only collision,6
P02,P02-20240211-141313,00:06:43.574,00:06:43.966,19371552,19390368,ceramic-only collision,14
P02,P02-20240211-141313,00:06:44.216,00:06:44.484,19402368,19415232,plastic-only collision,6
P02,P02-20240211-141313,00:06:45.288,00:06:46.859,19453824,19529232,metal-only collision,0
P02,P02-20240211-141313,00:06:51.529,00:06:52.347,19753392,19792656,cut / chop,2
P02,P02-20240211-141313,00:06:52.904,00:06:53.216,19819392,19834368,metal-only collision,0
P02,P02-20240211-141313,00:06:53.862,00:06:54.746,19865376,19907808,cut / chop,2
P02,P02-20240211-141313,00:06:55.737,00:06:56.008,19955376,19968384,cut / chop,2
P02,P02-20240211-141313,00:06:56.862,00:06:57.320,20009376,20031360,cut / chop,2
P02,P02-20240211-141313,00:07:00.853,00:07:01.853,20200944,20248944,cut / chop,2
P02,P02-20240211-141313,00:07:03.133,00:07:03.514,20310384,20328672,cut / chop,2
P02,P02-20240211-141313,00:07:03.841,00:07:04.174,20344368,20360352,cut / chop,2
P02,P02-20240211-141313,00:07:04.862,00:07:11.987,20393376,20735376,rustle,4
P02,P02-20240211-141313,00:07:12.737,00:07:13.002,20771376,20784096,cut / chop,2
P02,P02-20240211-141313,00:07:16.437,00:07:17.924,20948976,21020352,rustle,4
P02,P02-20240211-141313,00:07:17.288,00:07:17.514,20989824,21000672,metal-only collision,0
P02,P02-20240211-141313,00:07:19.883,00:07:22.169,21114384,21224112,rustle,4
P02,P02-20240211-141313,00:07:24.919,00:07:25.300,21356112,21374400,cut / chop,2
P02,P02-20240211-141313,00:07:26.654,00:07:27.002,21439392,21456096,cut / chop,2
P02,P02-20240211-141313,00:07:27.570,00:07:27.931,21483360,21500688,plastic-only collision,6
P02,P02-20240211-141313,00:07:29.431,00:07:29.943,21572688,21597264,plastic-only collision,6
P02,P02-20240211-141313,00:07:31.996,00:07:32.371,21695808,21713808,plastic-only collision,6
P02,P02-20240211-141313,00:07:33.591,00:07:34.038,21772368,21793824,footstep,7
P02,P02-20240211-141313,00:07:34.320,00:07:34.949,21807360,21837552,water,5
P02,P02-20240211-141313,00:07:37.591,00:07:40.961,21964368,22126128,footstep,7
P02,P02-20240211-141313,00:07:43.449,00:07:43.955,22245552,22269840,open / close,3
P02,P02-20240211-141313,00:07:44.871,00:07:45.086,22313808,22324128,click,16
P02,P02-20240211-141313,00:07:45.966,00:07:48.008,22366368,22464384,rustle,4
P02,P02-20240211-141313,00:07:48.478,00:07:49.032,22486944,22513536,open / close,3
P02,P02-20240211-141313,00:07:50.237,00:07:54.913,22571376,22795824,plastic-only collision,6
P02,P02-20240211-141313,00:07:55.404,00:07:55.937,22819392,22844976,plastic / marble collision,31
P02,P02-20240211-141313,00:07:57.487,00:07:57.990,22919376,22943520,open / close,3
P02,P02-20240211-141313,00:07:58.121,00:07:58.990,22949808,22991520,rustle,4
P02,P02-20240211-141313,00:07:58.990,00:07:59.526,22991520,23017248,stir / mix / whisk,8
P02,P02-20240211-141313,00:07:59.603,00:08:00.240,23020944,23051520,open / close,3
P02,P02-20240211-141313,00:08:00.401,00:08:00.657,23059248,23071536,plastic-only collision,6
P02,P02-20240211-141313,00:08:02.904,00:08:03.681,23179392,23216688,ceramic-only collision,14
P02,P02-20240211-141313,00:08:04.487,00:08:04.782,23255376,23269536,open / close,3
P02,P02-20240211-141313,00:08:05.693,00:08:05.978,23313264,23326944,metal / wood collision,10
P02,P02-20240211-141313,00:08:06.237,00:08:12.966,23339376,23662368,rustle,4
P02,P02-20240211-141313,00:08:14.258,00:08:15.258,23724384,23772384,open / close,3
P02,P02-20240211-141313,00:08:15.549,00:08:16.049,23786352,23810352,metal-only collision,0
P02,P02-20240211-141313,00:08:16.008,00:08:17.216,23808384,23866368,open / close,3
P02,P02-20240211-141313,00:08:21.169,00:08:21.487,24056112,24071376,stir / mix / whisk,8
P02,P02-20240211-141313,00:08:25.549,00:08:25.966,24266352,24286368,click,16
P02,P02-20240211-141313,00:08:31.002,00:08:31.318,24528096,24543264,metal-only collision,0
P02,P02-20240211-141313,00:08:31.008,00:08:36.987,24528384,24815376,water,5
P02,P02-20240211-141313,00:08:37.008,00:08:38.987,24816384,24911376,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:08:38.987,00:08:40.237,24911376,24971376,water,5
P02,P02-20240211-141313,00:08:41.487,00:08:41.987,25031376,25055376,water,5
P02,P02-20240211-141313,00:08:44.633,00:08:45.633,25182384,25230384,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:08:48.056,00:08:48.722,25346688,25378656,scrub / scrape / scour / wipe,1
P02,P02-20240211-141313,00:08:48.633,00:08:49.299,25374384,25406352,metal / wood collision,10
P02,P02-20240211-141313,00:08:50.199,00:08:54.205,25449551,25641840,metal-only collision,0
P02,P02-20240211-141313,00:08:54.195,00:08:54.574,25641360,25659551,metal-only collision,0
P02,P02-20240211-141313,00:08:57.404,00:09:00.570,25795392,25947360,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:03.174,00:09:03.841,26072352,26104368,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:06.383,00:09:07.133,26226384,26262384,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:08.383,00:09:09.049,26322384,26354352,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:10.633,00:09:11.080,26430384,26451840,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:13.972,00:09:14.574,26590656,26619551,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:16.070,00:09:17.112,26691360,26741376,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:18.008,00:09:19.008,26784384,26832384,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:20.008,00:09:21.008,26880384,26928384,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:21.487,00:09:24.299,26951376,27086352,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:27.508,00:09:32.758,27240384,27492384,stir / mix / whisk,8
P02,P02-20240211-141313,00:09:35.990,00:09:38.240,27647520,27755520,footstep,7
P02,P02-20240211-141313,00:09:38.737,00:09:39.154,27779376,27799392,open / close,3
